1;15.563792808219178
2;15.68
3;15.544158415841585
4;16.043854166666666
5;15.07424836601307
6;15.120000000000001
7;15.437692307692306
8;14.978108108108108
9;15.421933333333333
10;15.495643564356437
11;15.631485148514852
12;15.209215686274511
13;15.611414141414143
14;15.621782178217822
15;15.612079207920791
16;15.903168316831684
17;15.2929
18;15.688020833333335
19;16.462755555555553
20;15.473456790123457
21;14.983660130718954
22;14.993999999999998
23;14.945833333333333
24;15.302191780821921
25;15.184652777777776
26;15.3209900990099
27;15.447128712871287
28;16.165148514851484
29;15.2425
30;NaN
31;NaN
Consommation totale;NaN
